idx,char_pos,cmdVx,cmdVy,cmdVw,ts
262,70350,0.1608,0.0,0.0,2026-05-06 18:23:51.238
263,70588,0.0938,0.0,0.0,2026-05-06 18:23:51.238
264,70923,0.0858,0.0,0.0,2026-05-06 18:23:51.238
265,70969,0.0483,0.0,0.0,2026-05-06 18:23:51.238
266,71301,0.0436,0.0,0.0,2026-05-06 18:23:51.238
267,71540,0.0201,0.0,0.0,2026-05-06 18:23:51.238
268,71758,0.0201,0.0,0.0,2026-05-06 18:23:51.238
269,71997,0.0065,0.0,0.0,2026-05-06 18:23:51.238
270,72214,0.0065,0.0,0.0,2026-05-06 18:23:51.238
271,72486,0.0007,0.0,0.0,2026-05-06 18:23:51.238
272,72817,0.0001,0.0,0.0,2026-05-06 18:23:51.238
273,72863,0.0,0.0,0.0,2026-05-06 18:23:51.238
274,73084,0.0,0.0,0.0,2026-05-06 18:23:51.238
275,73322,0.0,0.0,0.0,2026-05-06 18:23:51.336
276,73543,0.0,0.0,0.0,2026-05-06 18:23:51.336
277,73764,0.0,0.0,0.0,2026-05-06 18:23:51.336
278,73811,0.0,0.0,0.0,2026-05-06 18:23:51.336
279,74032,0.0,0.0,0.0,2026-05-06 18:23:51.336
280,74269,0.0,0.0,0.0,2026-05-06 18:23:51.336
281,74491,0.0,0.0,0.0,2026-05-06 18:23:51.402
282,74713,0.0,0.0,0.0,2026-05-06 18:23:51.402
283,74935,0.0,0.0,0.0,2026-05-06 18:23:51.402
284,75235,0.0,0.0,0.0,2026-05-06 18:23:51.402
285,75459,0.0,0.0,0.0,2026-05-06 18:23:51.446
286,75730,0.0,0.0,0.0,2026-05-06 18:23:51.552
287,75953,0.0,0.0,0.0,2026-05-06 18:23:51.552
288,76201,0.0,0.0,0.0,2026-05-06 18:23:51.552
289,76269,0.0,0.0,0.0,2026-05-06 18:23:51.552
290,76604,0.0,0.0,0.0,2026-05-06 18:23:51.552
291,76843,0.0,0.0,0.0,2026-05-06 18:23:51.552
292,77063,0.0,0.0,0.0,2026-05-06 18:23:51.952
293,77301,0.0,0.0,0.0,2026-05-06 18:23:51.952
294,77519,0.0,0.0,0.0,2026-05-06 18:23:51.952
295,77645,0.0,0.0,0.0,2026-05-06 18:23:51.952
296,77977,0.0,0.0,0.0,2026-05-06 18:23:51.952
297,78215,0.0,0.0,0.0,2026-05-06 18:23:51.952
298,78434,0.0,0.0,0.0,2026-05-06 18:23:51.952
299,78673,0.0,0.0,0.0,2026-05-06 18:23:51.952
300,78892,0.0,0.0,0.0,2026-05-06 18:23:51.952
301,79133,0.0,0.0,0.0,2026-05-06 18:23:51.952
302,79352,0.0,0.0,0.0,2026-05-06 18:23:51.952
303,79481,0.0,0.0,0.0,2026-05-06 18:23:51.952
304,79813,0.0,0.0,0.0,2026-05-06 18:23:51.952
305,79938,0.0,0.0,0.0,2026-05-06 18:23:51.952
306,80270,0.0,0.0,0.0,2026-05-06 18:23:51.952
307,80509,0.0,0.0,0.0,2026-05-06 18:23:51.952
308,80728,0.0,0.0,0.0,2026-05-06 18:23:51.952
309,80858,0.0,0.0,0.0,2026-05-06 18:23:51.952
310,81300,0.0,0.0,0.0,2026-05-06 18:23:51.952
311,81458,0.0,0.0,0.0,2026-05-06 18:23:51.952
312,81677,0.0,0.0,0.0,2026-05-06 18:23:44.985
313,81918,0.0,0.0,0.0,2026-05-06 18:23:44.985
314,82137,0.0,0.0,0.0,2026-05-06 18:23:44.985
315,82376,0.0,0.0,0.0,2026-05-06 18:23:44.985
316,82595,0.0,0.0,0.0,2026-05-06 18:23:44.985
317,82833,0.0,0.0,0.0016,2026-05-06 18:23:44.985
318,83057,0.0,0.0,0.0016,2026-05-06 18:23:45.235
319,83295,0.0,0.0,0.0072,2026-05-06 18:23:45.235
320,83654,0.0,0.0,0.0166,2026-05-06 18:23:45.235
321,83993,0.0,0.0,0.0184,2026-05-06 18:23:45.235
322,84463,0.0,0.0,0.0352,2026-05-06 18:23:45.235
323,84700,0.0,0.0,0.0616,2026-05-06 18:23:45.235
324,85058,0.0,0.0,0.0973,2026-05-06 18:23:45.235
325,85400,0.0,0.0,0.1028,2026-05-06 18:23:45.235
326,85637,0.0,0.0,0.1393,2026-05-06 18:23:45.235
327,85866,0.0,0.0,0.1393,2026-05-06 18:23:45.235
328,86107,0.0,0.0,0.1666,2026-05-06 18:23:45.269
329,86464,0.0,0.0,0.1836,2026-05-06 18:23:45.406
330,86805,0.0,0.0,0.1854,2026-05-06 18:23:45.406
331,87043,0.0,0.0,0.1945,2026-05-06 18:23:45.406
332,87272,0.0,0.0,0.1945,2026-05-06 18:23:45.406
333,87629,0.0,0.0,0.2,2026-05-06 18:23:45.406
334,87871,0.0,0.0,0.2,2026-05-06 18:23:45.406
335,88100,0.0,0.0,0.2,2026-05-06 18:23:45.444
336,88457,0.0,0.0,0.2,2026-05-06 18:23:45.502
337,88686,0.0,0.0,0.2,2026-05-06 18:23:45.502
338,88927,0.0,0.0,0.2,2026-05-06 18:23:45.502
339,89406,0.0,0.0,0.2,2026-05-06 18:23:45.673
340,89993,0.0,0.0,0.2,2026-05-06 18:23:45.673
341,90467,0.0,0.0,0.2,2026-05-06 18:23:45.673
342,90825,0.0,0.0,0.2,2026-05-06 18:23:45.673
343,91054,0.0,0.0,0.2,2026-05-06 18:23:45.733
344,91411,0.0,0.0,0.2,2026-05-06 18:23:45.733
345,91769,0.0,0.0,0.2,2026-05-06 18:23:45.906
346,91998,0.0,0.0,0.2,2026-05-06 18:23:45.906
